,trade_date,symbol,prev_day_close,next_day_close,pct_over_prev_close,day_pct_chg
914,20250107,NSE:UNOMINDA-EQ,1063.0,1059.0,1.2,-0.38
915,20250108,NSE:UNOMINDA-EQ,1059.0,1070.0,2.17,-1.04
916,20250109,NSE:UNOMINDA-EQ,1070.0,1060.0,1.4,-0.93
917,20250110,NSE:UNOMINDA-EQ,1060.0,1101.0,1.19,-3.87
918,20250113,NSE:UNOMINDA-EQ,1101.0,1034.5,2.67,-6.04
919,20250114,NSE:UNOMINDA-EQ,1034.5,1044.0,1.51,-0.92
920,20250115,NSE:UNOMINDA-EQ,1044.0,1048.3,2.67,-0.41
921,20250116,NSE:UNOMINDA-EQ,1048.3,1093.0,2.23,-4.26
922,20250117,NSE:UNOMINDA-EQ,1093.0,1080.0,2.15,-1.19
923,20250120,NSE:UNOMINDA-EQ,1080.0,1036.2,2.57,-4.06
924,20250121,NSE:UNOMINDA-EQ,1036.2,998.0,1.93,-3.69
925,20241217,NSE:MARUTI-EQ,11265.0,11085.0,0.58,-1.6
926,20241218,NSE:MARUTI-EQ,11085.0,11012.0,0.97,-0.66
927,20241219,NSE:MARUTI-EQ,11012.0,10955.0,0.84,-0.52
928,20241220,NSE:MARUTI-EQ,10955.0,10868.9,0.77,-0.79
929,20241223,NSE:MARUTI-EQ,10868.9,10810.0,0.54,-0.54
930,20241224,NSE:MARUTI-EQ,10810.0,10745.05,0.54,-0.6
931,20241226,NSE:MARUTI-EQ,10745.05,10911.8,0.65,-1.55
932,20241227,NSE:MARUTI-EQ,10911.8,10957.95,0.47,-0.42
933,20241230,NSE:MARUTI-EQ,10957.95,10817.0,0.9,-1.29
934,20241231,NSE:MARUTI-EQ,10817.0,10868.0,0.73,-0.47
935,20250101,NSE:MARUTI-EQ,10868.0,11185.0,0.48,-2.92
936,20250102,NSE:MARUTI-EQ,11185.0,11835.0,0.63,-5.81
937,20250103,NSE:MARUTI-EQ,11835.0,11900.0,1.16,-0.55
938,20250106,NSE:MARUTI-EQ,11900.0,11730.3,0.92,-1.43
939,20250107,NSE:MARUTI-EQ,11730.3,11715.15,0.6,-0.13
940,20250108,NSE:MARUTI-EQ,11715.15,11790.55,0.55,-0.64
941,20250109,NSE:MARUTI-EQ,11790.55,11745.5,0.5,-0.38
942,20250110,NSE:MARUTI-EQ,11745.5,11640.0,1.15,-0.9
943,20250113,NSE:MARUTI-EQ,11640.0,11500.0,1.32,-1.2
944,20250114,NSE:MARUTI-EQ,11500.0,11745.0,1.47,-2.13
945,20250115,NSE:MARUTI-EQ,11745.0,11964.95,2.82,-1.87
946,20250116,NSE:MARUTI-EQ,11964.95,12094.0,0.58,-1.08
947,20250117,NSE:MARUTI-EQ,12094.0,12109.05,0.86,-0.12
948,20250120,NSE:MARUTI-EQ,12109.05,12006.8,0.64,-0.84
949,20250121,NSE:MARUTI-EQ,12006.8,11909.0,0.68,-0.81
950,20241217,NSE:WELCORP-EQ,796.0,790.5,1.47,-0.69
951,20241218,NSE:WELCORP-EQ,790.5,789.3,1.39,-0.15
952,20241219,NSE:WELCORP-EQ,789.3,777.65,4.31,-1.48
953,20241220,NSE:WELCORP-EQ,777.65,772.0,0.62,-0.73
954,20241223,NSE:WELCORP-EQ,772.0,767.5,1.88,-0.58
955,20241224,NSE:WELCORP-EQ,767.5,790.5,1.02,-3.0
956,20241226,NSE:WELCORP-EQ,790.5,796.0,1.12,-0.7
957,20241227,NSE:WELCORP-EQ,796.0,806.0,0.59,-1.26
958,20241230,NSE:WELCORP-EQ,806.0,803.1,1.32,-0.36
959,20241231,NSE:WELCORP-EQ,803.1,810.95,0.65,-0.98
960,20250101,NSE:WELCORP-EQ,810.95,813.0,0.94,-0.25
961,20250102,NSE:WELCORP-EQ,813.0,819.05,0.42,-0.74
962,20250103,NSE:WELCORP-EQ,819.05,809.0,2.0,-1.23
963,20250106,NSE:WELCORP-EQ,809.0,775.0,1.91,-4.2
964,20250107,NSE:WELCORP-EQ,775.0,795.0,2.31,-2.58
965,20250108,NSE:WELCORP-EQ,795.0,789.0,0.55,-0.75
966,20250109,NSE:WELCORP-EQ,789.0,772.45,0.65,-2.1
967,20250110,NSE:WELCORP-EQ,772.45,757.0,0.84,-2.0
968,20250113,NSE:WELCORP-EQ,757.0,726.0,2.21,-4.1
969,20250114,NSE:WELCORP-EQ,726.0,725.0,1.3,-0.14
970,20250115,NSE:WELCORP-EQ,725.0,761.9,2.31,-5.09
971,20250116,NSE:WELCORP-EQ,761.9,769.4,1.1,-0.98
972,20250117,NSE:WELCORP-EQ,769.4,777.0,1.3,-0.99
973,20250120,NSE:WELCORP-EQ,777.0,798.0,2.27,-2.7
974,20250121,NSE:WELCORP-EQ,798.0,793.75,3.07,-0.53
975,20241217,NSE:WELSPUNLIV-EQ,178.58,172.11,1.23,-3.62
976,20241218,NSE:WELSPUNLIV-EQ,172.11,171.95,0.87,-0.09
977,20241219,NSE:WELSPUNLIV-EQ,171.95,171.0,2.09,-0.55
978,20241220,NSE:WELSPUNLIV-EQ,171.0,163.99,0.81,-4.1
979,20241223,NSE:WELSPUNLIV-EQ,163.99,161.23,0.71,-1.68
980,20241224,NSE:WELSPUNLIV-EQ,161.23,159.4,0.82,-1.14
981,20241226,NSE:WELSPUNLIV-EQ,159.4,156.9,0.82,-1.57
982,20241227,NSE:WELSPUNLIV-EQ,156.9,156.53,0.57,-0.24
983,20241230,NSE:WELSPUNLIV-EQ,156.53,154.8,0.65,-1.11
984,20241231,NSE:WELSPUNLIV-EQ,154.8,157.26,0.93,-1.59
985,20250101,NSE:WELSPUNLIV-EQ,157.26,161.78,0.97,-2.87
986,20250102,NSE:WELSPUNLIV-EQ,161.78,163.11,0.41,-0.82
987,20250103,NSE:WELSPUNLIV-EQ,163.11,162.98,0.67,-0.08
988,20250106,NSE:WELSPUNLIV-EQ,162.98,156.35,1.65,-4.07
989,20250107,NSE:WELSPUNLIV-EQ,156.35,159.91,1.14,-2.28
990,20250108,NSE:WELSPUNLIV-EQ,159.91,154.92,1.73,-3.12
991,20250109,NSE:WELSPUNLIV-EQ,154.92,150.6,0.88,-2.79
992,20250110,NSE:WELSPUNLIV-EQ,150.6,148.95,1.53,-1.1
993,20250113,NSE:WELSPUNLIV-EQ,148.95,143.7,1.38,-3.52
994,20250114,NSE:WELSPUNLIV-EQ,143.7,146.9,1.85,-2.23
995,20250115,NSE:WELSPUNLIV-EQ,146.9,150.6,4.96,-2.52
996,20250116,NSE:WELSPUNLIV-EQ,150.6,151.5,1.45,-0.6
997,20250117,NSE:WELSPUNLIV-EQ,151.5,153.62,0.93,-1.4
998,20250120,NSE:WELSPUNLIV-EQ,153.62,153.0,1.8,-0.4
999,20250121,NSE:WELSPUNLIV-EQ,153.0,150.95,0.69,-1.34
1000,20241217,NSE:ICICIGI-EQ,1960.0,1918.0,0.91,-2.14
1001,20241218,NSE:ICICIGI-EQ,1918.0,1875.5,1.18,-2.22
1002,20241219,NSE:ICICIGI-EQ,1875.5,1902.15,1.09,-1.42
1003,20241220,NSE:ICICIGI-EQ,1902.15,1899.7,1.07,-0.13
1004,20241223,NSE:ICICIGI-EQ,1899.7,1861.0,1.57,-2.04
1005,20241224,NSE:ICICIGI-EQ,1861.0,1864.15,1.05,-0.17
1006,20241226,NSE:ICICIGI-EQ,1864.15,1857.0,0.94,-0.38
1007,20241227,NSE:ICICIGI-EQ,1857.0,1827.0,0.95,-1.62
1008,20241230,NSE:ICICIGI-EQ,1827.0,1825.0,0.87,-0.11
1009,20241231,NSE:ICICIGI-EQ,1825.0,1791.0,1.08,-1.86
1010,20250101,NSE:ICICIGI-EQ,1791.0,1804.2,2.12,-0.74
1011,20250102,NSE:ICICIGI-EQ,1804.2,1833.5,2.28,-1.62
1012,20250103,NSE:ICICIGI-EQ,1833.5,1835.0,1.04,-0.08
1013,20250106,NSE:ICICIGI-EQ,1835.0,1808.4,0.81,-1.45
1014,20250107,NSE:ICICIGI-EQ,1808.4,1878.25,1.08,-3.86
1015,20250108,NSE:ICICIGI-EQ,1878.25,1860.8,1.45,-0.93
1016,20250109,NSE:ICICIGI-EQ,1860.8,1887.0,1.02,-1.41
1017,20250110,NSE:ICICIGI-EQ,1887.0,1875.35,0.9,-0.62
1018,20250113,NSE:ICICIGI-EQ,1875.35,1826.8,1.21,-2.59
1019,20250114,NSE:ICICIGI-EQ,1826.8,1840.0,1.65,-0.72
1020,20250115,NSE:ICICIGI-EQ,1840.0,1889.3,1.69,-2.68
1021,20250116,NSE:ICICIGI-EQ,1889.3,1914.7,0.9,-1.34
1022,20250117,NSE:ICICIGI-EQ,1914.7,1955.0,1.37,-2.1
1023,20250120,NSE:ICICIGI-EQ,1955.0,1918.0,3.01,-1.89
1024,20250121,NSE:ICICIGI-EQ,1918.0,1910.0,1.27,-0.42
1025,20241217,NSE:BSE-EQ,5661.0,5732.0,0.56,-1.25
1026,20241218,NSE:BSE-EQ,5732.0,5633.95,1.23,-1.71
1027,20241219,NSE:BSE-EQ,5633.95,5797.0,1.77,-2.89
1028,20241220,NSE:BSE-EQ,5797.0,5559.0,0.91,-4.11
1029,20241223,NSE:BSE-EQ,5559.0,5545.0,0.92,-0.25
1030,20241224,NSE:BSE-EQ,5545.0,5441.0,0.8,-1.88
1031,20241226,NSE:BSE-EQ,5441.0,5437.8,0.93,-0.06
1032,20241227,NSE:BSE-EQ,5437.8,5277.6,0.73,-2.95
1033,20241230,NSE:BSE-EQ,5277.6,5325.55,0.93,-0.91
1034,20241231,NSE:BSE-EQ,5325.55,5328.0,0.76,-0.05
1035,20250101,NSE:BSE-EQ,5328.0,5430.0,0.73,-1.91
1036,20250102,NSE:BSE-EQ,5430.0,5493.9,0.91,-1.18
1037,20250103,NSE:BSE-EQ,5493.9,5334.0,1.04,-2.91
1038,20250106,NSE:BSE-EQ,5334.0,5094.95,0.98,-4.48
1039,20250107,NSE:BSE-EQ,5094.95,5364.8,1.57,-5.3
1040,20250108,NSE:BSE-EQ,5364.8,5415.0,1.64,-0.94
1041,20250109,NSE:BSE-EQ,5415.0,5200.0,1.17,-3.97
1042,20250110,NSE:BSE-EQ,5200.0,5123.8,1.23,-1.47
1043,20250113,NSE:BSE-EQ,5123.8,5145.0,1.76,-0.41
1044,20250114,NSE:BSE-EQ,5145.0,5436.15,2.88,-5.66
1045,20250115,NSE:BSE-EQ,5436.15,5781.1,2.36,-6.35
1046,20250116,NSE:BSE-EQ,5781.1,5982.0,2.05,-3.48
1047,20250117,NSE:BSE-EQ,5982.0,6006.05,1.29,-0.4
1048,20250120,NSE:BSE-EQ,6006.05,5965.05,2.7,-0.68
1049,20250121,NSE:BSE-EQ,5965.05,5782.0,1.45,-3.07
1050,20241217,NSE:SUNDARMFIN-EQ,4430.9,4427.0,1.45,-0.09
1051,20241218,NSE:SUNDARMFIN-EQ,4427.0,4487.7,1.76,-1.37
1052,20241219,NSE:SUNDARMFIN-EQ,4487.7,4569.0,1.71,-1.81
1053,20241220,NSE:SUNDARMFIN-EQ,4569.0,4281.3,2.06,-6.3
1054,20241223,NSE:SUNDARMFIN-EQ,4281.3,4503.0,1.03,-5.18
1055,20241224,NSE:SUNDARMFIN-EQ,4503.0,4397.0,1.8,-2.35
1056,20241226,NSE:SUNDARMFIN-EQ,4397.0,4395.0,0.95,-0.05
1057,20241227,NSE:SUNDARMFIN-EQ,4395.0,4356.55,1.2,-0.87
1058,20241230,NSE:SUNDARMFIN-EQ,4356.55,4190.45,1.35,-3.81
1059,20241231,NSE:SUNDARMFIN-EQ,4190.45,4194.0,3.14,-0.08
1060,20250101,NSE:SUNDARMFIN-EQ,4194.0,4097.0,1.35,-2.31
1061,20250102,NSE:SUNDARMFIN-EQ,4097.0,4726.0,1.76,-15.35
1062,20250103,NSE:SUNDARMFIN-EQ,4726.0,4650.15,5.87,-1.6
1063,20250106,NSE:SUNDARMFIN-EQ,4650.15,4453.0,2.23,-4.24
1064,20250107,NSE:SUNDARMFIN-EQ,4453.0,4426.0,2.32,-0.61
1065,20250108,NSE:SUNDARMFIN-EQ,4426.0,4351.3,1.44,-1.69
1066,20250109,NSE:SUNDARMFIN-EQ,4351.3,4469.0,2.41,-2.7
1067,20250110,NSE:SUNDARMFIN-EQ,4469.0,4640.0,1.92,-3.83
1068,20250113,NSE:SUNDARMFIN-EQ,4640.0,4460.0,2.76,-3.88
1069,20250114,NSE:SUNDARMFIN-EQ,4460.0,4629.05,3.9,-3.79
1070,20250115,NSE:SUNDARMFIN-EQ,4629.05,4590.0,1.5,-0.84
1071,20250116,NSE:SUNDARMFIN-EQ,4590.0,4482.0,1.18,-2.35
1072,20250117,NSE:SUNDARMFIN-EQ,4482.0,4525.0,1.74,-0.96
1073,20250120,NSE:SUNDARMFIN-EQ,4525.0,4690.4,4.91,-3.66
1074,20250121,NSE:SUNDARMFIN-EQ,4690.4,4640.0,1.29,-1.07
1075,20241217,NSE:RKFORGE-EQ,941.0,922.5,0.63,-1.97
1076,20241218,NSE:RKFORGE-EQ,922.5,906.45,0.61,-1.74
1077,20241219,NSE:RKFORGE-EQ,906.45,907.0,1.31,-0.06
1078,20241220,NSE:RKFORGE-EQ,907.0,890.0,0.67,-1.87
1079,20241223,NSE:RKFORGE-EQ,890.0,918.0,1.77,-3.15
1080,20241224,NSE:RKFORGE-EQ,918.0,902.95,1.02,-1.64
1081,20241226,NSE:RKFORGE-EQ,902.95,890.0,0.79,-1.43
1082,20241227,NSE:RKFORGE-EQ,890.0,912.5,0.89,-2.53
1083,20241230,NSE:RKFORGE-EQ,912.5,898.1,2.18,-1.58
1084,20241231,NSE:RKFORGE-EQ,898.1,901.95,0.52,-0.43
1085,20250101,NSE:RKFORGE-EQ,901.95,908.15,0.9,-0.69
1086,20250102,NSE:RKFORGE-EQ,908.15,914.95,1.03,-0.75
1087,20250103,NSE:RKFORGE-EQ,914.95,916.0,0.82,-0.11
1088,20250106,NSE:RKFORGE-EQ,916.0,905.0,0.91,-1.2
1089,20250107,NSE:RKFORGE-EQ,905.0,916.25,0.92,-1.24
1090,20250108,NSE:RKFORGE-EQ,916.25,906.0,1.47,-1.12
1091,20250109,NSE:RKFORGE-EQ,906.0,904.0,0.55,-0.22
1092,20250110,NSE:RKFORGE-EQ,904.0,960.25,0.79,-6.22
1093,20250113,NSE:RKFORGE-EQ,960.25,927.0,3.74,-3.46
1094,20250114,NSE:RKFORGE-EQ,927.0,942.0,3.05,-1.62
1095,20250115,NSE:RKFORGE-EQ,942.0,950.7,1.35,-0.92
1096,20250116,NSE:RKFORGE-EQ,950.7,995.1,1.05,-4.67
1097,20250117,NSE:RKFORGE-EQ,995.1,985.95,1.58,-0.92
1098,20250120,NSE:RKFORGE-EQ,985.95,959.0,2.54,-2.73
1099,20250121,NSE:RKFORGE-EQ,959.0,927.0,0.83,-3.34
1100,20241217,NSE:PERSISTENT-EQ,6510.0,6520.0,0.77,-0.15
1101,20241218,NSE:PERSISTENT-EQ,6520.0,6545.0,0.95,-0.38
1102,20241219,NSE:PERSISTENT-EQ,6545.0,6687.1,0.82,-2.17
1103,20241220,NSE:PERSISTENT-EQ,6687.1,6395.1,1.33,-4.37
1104,20241223,NSE:PERSISTENT-EQ,6395.1,6400.0,1.23,-0.08
1105,20241224,NSE:PERSISTENT-EQ,6400.0,6341.1,0.74,-0.92
1106,20241226,NSE:PERSISTENT-EQ,6341.1,6362.0,0.95,-0.33
1107,20241227,NSE:PERSISTENT-EQ,6362.0,6394.1,0.48,-0.5
1108,20241230,NSE:PERSISTENT-EQ,6394.1,6470.0,0.91,-1.19
1109,20241231,NSE:PERSISTENT-EQ,6470.0,6470.0,1.85,-0.0
1110,20250101,NSE:PERSISTENT-EQ,6470.0,6430.2,1.49,-0.62
1111,20250102,NSE:PERSISTENT-EQ,6430.2,6475.0,0.51,-0.7
1112,20250103,NSE:PERSISTENT-EQ,6475.0,6395.0,0.86,-1.24
1113,20250106,NSE:PERSISTENT-EQ,6395.0,6280.0,2.09,-1.8
1114,20250107,NSE:PERSISTENT-EQ,6280.0,6330.0,0.48,-0.8
1115,20250108,NSE:PERSISTENT-EQ,6330.0,6221.0,0.68,-1.72
1116,20250109,NSE:PERSISTENT-EQ,6221.0,6152.0,1.34,-1.11
1117,20250110,NSE:PERSISTENT-EQ,6152.0,6301.0,3.13,-2.42
1118,20250113,NSE:PERSISTENT-EQ,6301.0,6015.1,0.95,-4.54
1119,20250114,NSE:PERSISTENT-EQ,6015.1,5910.0,1.94,-1.75
1120,20250115,NSE:PERSISTENT-EQ,5910.0,6100.0,0.93,-3.21
1121,20250116,NSE:PERSISTENT-EQ,6100.0,6076.45,1.35,-0.39
1122,20250117,NSE:PERSISTENT-EQ,6076.45,5966.0,2.22,-1.82
1123,20250120,NSE:PERSISTENT-EQ,5966.0,6073.15,1.39,-1.8
1124,20250121,NSE:PERSISTENT-EQ,6073.15,5899.55,1.08,-2.86
1125,20241217,NSE:FSL-EQ,370.0,365.65,1.51,-1.18
1126,20241218,NSE:FSL-EQ,365.65,370.0,1.01,-1.19
1127,20241219,NSE:FSL-EQ,370.0,365.3,1.19,-1.27
1128,20241220,NSE:FSL-EQ,365.3,355.5,1.3,-2.68
1129,20241223,NSE:FSL-EQ,355.5,356.0,1.34,-0.14
1130,20241224,NSE:FSL-EQ,356.0,358.0,1.26,-0.56
1131,20241226,NSE:FSL-EQ,358.0,362.25,1.17,-1.19
1132,20241227,NSE:FSL-EQ,362.25,367.65,1.1,-1.49
1133,20241230,NSE:FSL-EQ,367.65,378.5,0.99,-2.95
1134,20241231,NSE:FSL-EQ,378.5,376.0,1.07,-0.66
1135,20250101,NSE:FSL-EQ,376.0,381.85,1.54,-1.56
1136,20250102,NSE:FSL-EQ,381.85,393.8,0.75,-3.13
1137,20250103,NSE:FSL-EQ,393.8,399.45,1.26,-1.43
1138,20250106,NSE:FSL-EQ,399.45,390.5,0.99,-2.24
1139,20250107,NSE:FSL-EQ,390.5,406.7,3.07,-4.15
1140,20250108,NSE:FSL-EQ,406.7,395.5,0.96,-2.75
1141,20250109,NSE:FSL-EQ,395.5,392.1,0.88,-0.86
1142,20250110,NSE:FSL-EQ,392.1,378.4,2.97,-3.49
1143,20250113,NSE:FSL-EQ,378.4,358.8,1.57,-5.18
1144,20250114,NSE:FSL-EQ,358.8,370.45,1.14,-3.25
1145,20250115,NSE:FSL-EQ,370.45,380.95,1.48,-2.83
1146,20250116,NSE:FSL-EQ,380.95,382.65,2.15,-0.45
1147,20250117,NSE:FSL-EQ,382.65,390.0,1.37,-1.92
1148,20250120,NSE:FSL-EQ,390.0,387.0,1.27,-0.77
1149,20250121,NSE:FSL-EQ,387.0,362.0,1.33,-6.46
1150,20241217,NSE:TCS-EQ,4416.0,4322.7,1.0,-2.11
1151,20241218,NSE:TCS-EQ,4322.7,4355.65,1.45,-0.76
1152,20241219,NSE:TCS-EQ,4355.65,4281.0,1.64,-1.71
1153,20241220,NSE:TCS-EQ,4281.0,4177.05,1.57,-2.43
1154,20241223,NSE:TCS-EQ,4177.05,4157.05,0.62,-0.48
1155,20241224,NSE:TCS-EQ,4157.05,4182.0,0.52,-0.6
1156,20241226,NSE:TCS-EQ,4182.0,4170.0,0.84,-0.29
1157,20241227,NSE:TCS-EQ,4170.0,4157.1,0.48,-0.31
1158,20241230,NSE:TCS-EQ,4157.1,4150.0,0.5,-0.17
1159,20241231,NSE:TCS-EQ,4150.0,4106.0,1.3,-1.06
1160,20250101,NSE:TCS-EQ,4106.0,4112.0,0.72,-0.15
1161,20250102,NSE:TCS-EQ,4112.0,4166.0,0.73,-1.31
1162,20250103,NSE:TCS-EQ,4166.0,4097.0,0.85,-1.66
1163,20250106,NSE:TCS-EQ,4097.0,4090.0,0.8,-0.17
1164,20250107,NSE:TCS-EQ,4090.0,4031.0,1.05,-1.44
1165,20250108,NSE:TCS-EQ,4031.0,4095.05,0.36,-1.59
1166,20250109,NSE:TCS-EQ,4095.05,4044.0,0.88,-1.25
1167,20250110,NSE:TCS-EQ,4044.0,4265.0,1.25,-5.46
1168,20250113,NSE:TCS-EQ,4265.0,4296.2,1.18,-0.73
1169,20250114,NSE:TCS-EQ,4296.2,4241.15,1.18,-1.28
1170,20250115,NSE:TCS-EQ,4241.15,4255.4,0.65,-0.34
1171,20250116,NSE:TCS-EQ,4255.4,4215.0,1.02,-0.95
1172,20250117,NSE:TCS-EQ,4215.0,4130.0,1.42,-2.02
1173,20250120,NSE:TCS-EQ,4130.0,4080.75,0.92,-1.19
1174,20250121,NSE:TCS-EQ,4080.75,4038.0,0.51,-1.05
1175,20241217,NSE:ANANDRATHI-EQ,4289.0,4199.0,0.97,-2.1
1176,20241218,NSE:ANANDRATHI-EQ,4199.0,4202.05,0.96,-0.07
1177,20241219,NSE:ANANDRATHI-EQ,4202.05,4144.8,2.01,-1.36
1178,20241220,NSE:ANANDRATHI-EQ,4144.8,4049.0,0.94,-2.31
1179,20241223,NSE:ANANDRATHI-EQ,4049.0,3931.05,1.13,-2.91
1180,20241224,NSE:ANANDRATHI-EQ,3931.05,3972.0,2.11,-1.04
1181,20241226,NSE:ANANDRATHI-EQ,3972.0,3998.0,0.91,-0.65
1182,20241227,NSE:ANANDRATHI-EQ,3998.0,3998.5,0.85,-0.01
1183,20241230,NSE:ANANDRATHI-EQ,3998.5,3960.0,2.12,-0.96
1184,20241231,NSE:ANANDRATHI-EQ,3960.0,3950.0,1.12,-0.25
1185,20250101,NSE:ANANDRATHI-EQ,3950.0,3957.25,0.88,-0.18
1186,20250102,NSE:ANANDRATHI-EQ,3957.25,3940.6,0.69,-0.42
1187,20250103,NSE:ANANDRATHI-EQ,3940.6,3960.0,1.58,-0.49
1188,20250106,NSE:ANANDRATHI-EQ,3960.0,3867.0,0.91,-2.35
1189,20250107,NSE:ANANDRATHI-EQ,3867.0,3880.65,1.82,-0.35
1190,20250108,NSE:ANANDRATHI-EQ,3880.65,3860.0,1.39,-0.53
1191,20250109,NSE:ANANDRATHI-EQ,3860.0,3948.3,4.78,-2.29
1192,20250110,NSE:ANANDRATHI-EQ,3948.3,4116.0,1.32,-4.25
1193,20250113,NSE:ANANDRATHI-EQ,4116.0,4038.35,1.87,-1.89
1194,20250114,NSE:ANANDRATHI-EQ,4038.35,3997.55,4.31,-1.01
1195,20250115,NSE:ANANDRATHI-EQ,3997.55,4009.2,1.35,-0.29
1196,20250116,NSE:ANANDRATHI-EQ,4009.2,3951.1,0.72,-1.45
1197,20250117,NSE:ANANDRATHI-EQ,3951.1,3960.15,1.22,-0.23
1198,20250120,NSE:ANANDRATHI-EQ,3960.15,3954.0,1.78,-0.16
1199,20250121,NSE:ANANDRATHI-EQ,3954.0,3850.95,0.74,-2.61
1200,20241217,NSE:NAVINFLUOR-EQ,3515.8,3460.65,0.9,-1.57
1201,20241218,NSE:NAVINFLUOR-EQ,3460.65,3465.05,0.81,-0.13
1202,20241219,NSE:NAVINFLUOR-EQ,3465.05,3394.9,1.29,-2.02
1203,20241220,NSE:NAVINFLUOR-EQ,3394.9,3311.95,0.83,-2.44
1204,20241223,NSE:NAVINFLUOR-EQ,3311.95,3316.5,0.79,-0.14
1205,20241224,NSE:NAVINFLUOR-EQ,3316.5,3357.5,0.79,-1.24
1206,20241226,NSE:NAVINFLUOR-EQ,3357.5,3334.0,1.02,-0.7
1207,20241227,NSE:NAVINFLUOR-EQ,3334.0,3301.0,1.24,-0.99
1208,20241230,NSE:NAVINFLUOR-EQ,3301.0,3212.0,0.98,-2.7
1209,20241231,NSE:NAVINFLUOR-EQ,3212.0,3259.9,0.87,-1.49
1210,20250101,NSE:NAVINFLUOR-EQ,3259.9,3270.0,0.74,-0.31
1211,20250102,NSE:NAVINFLUOR-EQ,3270.0,3295.2,0.68,-0.77
1212,20250103,NSE:NAVINFLUOR-EQ,3295.2,3360.05,0.61,-1.97
1213,20250106,NSE:NAVINFLUOR-EQ,3360.05,3362.45,0.91,-0.07
1214,20250107,NSE:NAVINFLUOR-EQ,3362.45,3480.0,1.91,-3.5
1215,20250108,NSE:NAVINFLUOR-EQ,3480.0,3498.95,1.1,-0.54
1216,20250109,NSE:NAVINFLUOR-EQ,3498.95,3822.55,7.21,-9.25
1217,20250110,NSE:NAVINFLUOR-EQ,3822.55,3630.0,2.81,-5.04
1218,20250113,NSE:NAVINFLUOR-EQ,3630.0,3615.75,1.17,-0.39
1219,20250114,NSE:NAVINFLUOR-EQ,3615.75,3650.0,1.28,-0.95
1220,20250115,NSE:NAVINFLUOR-EQ,3650.0,3739.4,0.82,-2.45
1221,20250116,NSE:NAVINFLUOR-EQ,3739.4,3761.75,1.06,-0.6
1222,20250117,NSE:NAVINFLUOR-EQ,3761.75,3740.15,0.92,-0.57
1223,20250120,NSE:NAVINFLUOR-EQ,3740.15,3783.95,1.31,-1.17
1224,20250121,NSE:NAVINFLUOR-EQ,3783.95,3792.0,1.19,-0.21
1225,20241217,NSE:ZYDUSLIFE-EQ,987.0,967.0,0.34,-2.03
1226,20241218,NSE:ZYDUSLIFE-EQ,967.0,978.9,0.84,-1.23
1227,20241219,NSE:ZYDUSLIFE-EQ,978.9,988.4,0.72,-0.97
1228,20241220,NSE:ZYDUSLIFE-EQ,988.4,971.55,0.54,-1.7
1229,20241223,NSE:ZYDUSLIFE-EQ,971.55,971.8,0.73,-0.03
1230,20241224,NSE:ZYDUSLIFE-EQ,971.8,964.95,1.14,-0.7
1231,20241226,NSE:ZYDUSLIFE-EQ,964.95,959.45,0.66,-0.57
1232,20241227,NSE:ZYDUSLIFE-EQ,959.45,973.15,0.61,-1.43
1233,20241230,NSE:ZYDUSLIFE-EQ,973.15,963.5,0.88,-0.99
1234,20241231,NSE:ZYDUSLIFE-EQ,963.5,971.0,0.7,-0.78
1235,20250101,NSE:ZYDUSLIFE-EQ,971.0,972.2,0.83,-0.12
1236,20250102,NSE:ZYDUSLIFE-EQ,972.2,990.65,1.38,-1.9
1237,20250103,NSE:ZYDUSLIFE-EQ,990.65,971.75,0.67,-1.91
1238,20250106,NSE:ZYDUSLIFE-EQ,971.75,964.0,0.44,-0.8
1239,20250107,NSE:ZYDUSLIFE-EQ,964.0,1002.0,0.51,-3.94
1240,20250108,NSE:ZYDUSLIFE-EQ,1002.0,980.0,1.04,-2.2
1241,20250109,NSE:ZYDUSLIFE-EQ,980.0,1009.0,3.21,-2.96
1242,20250110,NSE:ZYDUSLIFE-EQ,1009.0,1004.0,1.21,-0.5
1243,20250113,NSE:ZYDUSLIFE-EQ,1004.0,980.9,1.14,-2.3
1244,20250114,NSE:ZYDUSLIFE-EQ,980.9,1001.5,1.24,-2.1
1245,20250115,NSE:ZYDUSLIFE-EQ,1001.5,984.5,1.32,-1.7
1246,20250116,NSE:ZYDUSLIFE-EQ,984.5,987.2,1.0,-0.27
1247,20250117,NSE:ZYDUSLIFE-EQ,987.2,995.65,1.12,-0.86
1248,20250120,NSE:ZYDUSLIFE-EQ,995.65,996.0,1.08,-0.04
1249,20250121,NSE:ZYDUSLIFE-EQ,996.0,985.85,0.69,-1.02
1250,20241217,NSE:SUVENPHAR-EQ,1261.0,1267.0,4.61,-0.48
1251,20241218,NSE:SUVENPHAR-EQ,1267.0,1239.9,1.18,-2.14
1252,20241219,NSE:SUVENPHAR-EQ,1239.9,1211.5,2.4,-2.29
1253,20241220,NSE:SUVENPHAR-EQ,1211.5,1178.85,1.65,-2.7
1254,20241223,NSE:SUVENPHAR-EQ,1178.85,1137.95,4.39,-3.47
1255,20241224,NSE:SUVENPHAR-EQ,1137.95,1116.25,1.97,-1.91
1256,20241226,NSE:SUVENPHAR-EQ,1116.25,1143.5,0.9,-2.44
1257,20241227,NSE:SUVENPHAR-EQ,1143.5,1165.0,1.17,-1.88
